name_cap_2,num_rom_ca,Shape_Leng,Shape_Area
WAINBUP-SW,2128-II-SW,61777.97780000000,236192860.98800001000
BOWGADA-NE,2139-III-NE,59746.24800000000,222057165.51300001000
WANNAMAL-NE,2135-IV-NE,60318.45640000000,226038287.25999999000
WANNAMAL-SE,2135-IV-SE,60361.28380000000,226336257.53400001000
CHITTERING-NE,2135-III-NE,60404.37950000000,226636094.37700000000
CHITTERING-SE,2135-III-SE,60447.74500000000,226937808.34400001000
JUMPERKINE-NE,2134-IV-NE,60491.38180000000,227241409.99000001000
JUMPERKINE-SE,2134-IV-SE,60535.29160000000,227546911.02500001000
MUNDARING-NE,2134-III-NE,60579.47540000000,227854318.40599999000
MUNDARING-SE,2134-III-SE,60623.93520000000,228163646.04899999000
KELMSCOTT-NE,2133-IV-NE,60668.67240000000,228474903.69299999000
KELMSCOTT-SE,2133-IV-SE,60713.68840000000,228788101.07900000000
JARRAHDALE-NE,2133-III-NE,60758.98530000000,229103252.94499999000
JARRAHDALE-SE,2133-III-SE,60804.56420000000,229420366.81999999000
DWELLINGUP-NE,2132-IV-NE,60850.42680000000,229739454.40099999000
DWELLINGUP-SE,2132-IV-SE,60896.57460000000,230060526.25200000000
NANGA-NE,2132-III-NE,60943.00960000000,230383596.28799999000
NANGA-SE,2132-III-SE,60989.73290000000,230708672.02900001000
TALLANALLA-NE,2131-IV-NE,61036.74660000000,231035768.21599999000
TALLANALLA-SE,2131-IV-SE,61084.05260000000,231364898.20400000000
COLLIE-NE,2131-III-NE,61131.65210000000,231696070.21000001000
COLLIE-SE,2131-III-SE,61179.54710000000,232029298.14700001000
WILGA-NE,2130-IV-NE,61227.73920000000,232364593.14700001000
WILGA-SE,2130-IV-SE,61276.23040000000,232701969.12700000000
BRIDGETOWN-NE,2130-III-NE,61325.02210000000,233041435.96700001000
BRIDGETOWN-SE,2130-III-SE,61374.11640000000,233383008.13999999000
WILGARUP-NE,2129-IV-NE,61423.51480000000,233726695.93700001000
WILGARUP-SE,2129-IV-SE,61473.21920000000,234072512.72000000000
PEMBERTON-NE,2129-III-NE,61523.23180000000,234420473.79400000000
PEMBERTON-SE,2129-III-SE,61573.55390000000,234770588.20400000000
NORTHCLIFFE-NE,2128-IV-NE,61624.18760000000,235122870.41299999000
NORTHCLIFFE-SE,2128-IV-SE,61675.13480000000,235477333.78500000000
GARDNER RIVER-NE,2128-III-NE,61726.39760000000,235833993.08300000000
GARDNER RIVER-SE,2128-III-SE,61777.97760000000,236192859.28999999000
MORAWA-SW,2139-IV-SW,59707.27620000000,221786020.25200000000
BOWGADA-NW,2139-III-NW,59746.24780000000,222057163.91700000000
COOROW-SW,2138-III-SW,59944.84560000000,223438902.00000000000
MARCHAGEE-NW,2137-IV-NW,59985.32280000000,223720520.83199999000
MARCHAGEE-SW,2137-IV-SW,60026.05540000000,224003916.60100001000
WATHEROO-NW,2137-III-NW,60067.04500000000,224289100.43900001000
WALEBING-NW,2136-IV-NW,60149.80040000000,224864868.27900001000
WALEBING-SW,2136-IV-SW,60191.56900000000,225155471.98300001000
NEW NORCIA-NW,2136-III-NW,60233.60040000000,225447904.11000001000
WANNAMAL-NW,2135-IV-NW,60318.45610000000,226038284.94000000000
WANNAMAL-SW,2135-IV-SW,60361.28370000000,226336256.60299999000
CHITTERING-NW,2135-III-NW,60404.37950000000,226636094.37700000000
CHITTERING-SW,2135-III-SW,60447.74520000000,226937809.97499999000
JUMPERKINE-NW,2134-IV-NW,60491.38200000000,227241411.62300000000
JUMPERKINE-SW,2134-IV-SW,60535.29170000000,227546911.96399999000
MUNDARING-NW,2134-III-NW,60579.47570000000,227854320.73899999000
MUNDARING-SW,2134-III-SW,60623.93540000000,228163647.68799999000
KELMSCOTT-NW,2133-IV-NW,60668.67250000000,228474904.51400000000
KELMSCOTT-SW,2133-IV-SW,60713.68840000000,228788101.07900000000
JARRAHDALE-NW,2133-III-NW,60758.98520000000,229103252.12200001000
JARRAHDALE-SW,2133-III-SW,60804.56400000000,229420365.17199999000
DWELLINGUP-NW,2132-IV-NW,60850.42660000000,229739452.75000000000
DWELLINGUP-SW,2132-IV-SW,60896.57440000000,230060524.59900001000
NANGA-NW,2132-III-NW,60943.00930000000,230383593.93700001000
NANGA-SW,2132-III-SW,60989.73300000000,230708672.72499999000
TALLANALLA-NW,2131-IV-NW,61036.74680000000,231035769.87599999000
TALLANALLA-SW,2131-IV-SW,61084.05280000000,231364899.86700001000
COLLIE-NW,2131-III-NW,61131.65220000000,231696071.17899999000
COLLIE-SW,2131-III-SW,61179.54740000000,232029300.50999999000
WILGA-NW,2130-IV-NW,61227.73940000000,232364594.81700000000
WILGA-SW,2130-IV-SW,61276.23050000000,232701969.96300000000
BRIDGETOWN-NW,2130-III-NW,61325.02200000000,233041435.13000000000
BRIDGETOWN-SW,2130-III-SW,61374.11620000000,233383006.46300000000
WILGARUP-NW,2129-IV-NW,61423.51460000000,233726694.25799999000
WILGARUP-SW,2129-IV-SW,61473.21900000000,234072511.03700000000
PEMBERTON-NW,2129-III-NW,61523.23160000000,234420472.10900000000
PEMBERTON-SW,2129-III-SW,61573.55360000000,234770585.82100001000
NORTHCLIFFE-NW,2128-IV-NW,61624.18770000000,235122871.10800001000
NORTHCLIFFE-SW,2128-IV-SW,61675.13500000000,235477335.47700000000
GARDNER RIVER-NW,2128-III-NW,61726.39780000000,235833994.77800000000
CANNA-SE,2040-II-SE,59630.07180000000,221248873.29600000000
PINTHARUKA-NE,2039-I-NE,59668.55160000000,221516595.28099999000
CARNAMAH-SE,2038-I-SE,59864.65300000000,222880964.32499999000
LAKE DALAROO-NE,2036-I-NE,60149.80060000000,224864869.89500001000
LAKE DALAROO-SE,2036-I-SE,60191.56920000000,225155473.60100001000
MINDARRA-NE,2035-I-NE,60318.45620000000,226038285.86899999000
MINDARRA-SE,2035-I-SE,60361.28390000000,226336258.11199999000
GINGIN-NE,2035-II-NE,60404.37940000000,226636093.56299999000
GINGIN-SE,2035-II-SE,60447.74500000000,226937808.34400001000
MUCHEA-NE,2034-I-NE,60491.38180000000,227241409.99000001000
MUCHEA-SE,2034-I-SE,60535.29140000000,227546909.63299999000
PERTH-NE,2034-II-NE,60579.47560000000,227854319.79800001000
PERTH-SE,2034-II-SE,60623.93520000000,228163646.04899999000
FREMANTLE-NE,2033-I-NE,60668.67250000000,228474904.51400000000
FREMANTLE-SE,2033-I-SE,60713.68860000000,228788102.72299999000
WELLARD-NE,2033-II-NE,60758.98540000000,229103253.76899999000
WELLARD-SE,2033-II-SE,60804.56420000000,229420366.81999999000
PINJARRA-NE,2032-I-NE,60850.42680000000,229739454.40099999000
PINJARRA-SE,2032-I-SE,60896.57450000000,230060525.42600000000
HAMEL-NE,2032-II-NE,60943.00920000000,230383593.24100000000
HAMEL-SE,2032-II-SE,60989.73300000000,230708672.59099999000
HARVEY-NE,2031-I-NE,61036.74660000000,231035768.21599999000
HARVEY-SE,2031-I-SE,61084.05260000000,231364898.20400000000
BUREKUP-NE,2031-II-NE,61131.65200000000,231696069.51400000000
BUREKUP-SE,2031-II-SE,61179.54720000000,232029298.84200001000
DONNYBROOK-NE,2030-I-NE,61227.73920000000,232364593.14700001000
DONNYBROOK-SE,2030-I-SE,61276.23050000000,232701969.96300000000
BALINGUP-NE,2030-II-NE,61325.02220000000,233041436.80500001000
BALINGUP-SE,2030-II-SE,61374.11640000000,233383008.13999999000
CARLOTTA BROOK-NE,2029-I-NE,61423.51480000000,233726695.93700001000
CARLOTTA BROOK-SE,2029-I-SE,61473.21920000000,234072512.72000000000
CHARNWOOD-NE,2029-II-NE,61523.23170000000,234420472.95100001000
CHARNWOOD-SE,2029-II-SE,61573.55360000000,234770585.82100001000
MEERUP-NE,2028-I-NE,61624.18760000000,235122870.26400000000
MEERUP-SE,2028-I-SE,61675.13480000000,235477333.78500000000
BLACK HEAD-NE,2028-II-NE,61726.39760000000,235833993.08300000000
PINDAR-SW,2041-II-SW,59478.57910000000,220194867.55800000000
CANNA-NW,2040-II-NW,59591.83580000000,220982847.34500000000
CANNA-SW,2040-II-SW,59630.07160000000,221248871.70600000000
CARNAMAH-NW,2038-I-NW,59824.93480000000,222604626.42199999000
CARNAMAH-SW,2038-I-SW,59864.65320000000,222880965.92699999000
MINDARRA-NW,2035-I-NW,60318.45600000000,226038284.24399999000
MINDARRA-SW,2035-I-SW,60361.28390000000,226336258.11199999000
GINGIN-NW,2035-II-NW,60404.37960000000,226636095.19200000000
GINGIN-SW,2035-II-SW,60447.74520000000,226937809.97499999000
MUCHEA-NW,2034-I-NW,60491.38200000000,227241411.62300000000
MUCHEA-SW,2034-I-SW,60535.29160000000,227546911.26899999000
PERTH-NW,2034-II-NW,60579.47570000000,227854320.61600000000
PERTH-SW,2034-II-SW,60623.93520000000,228163646.04899999000
FREMANTLE-NW,2033-I-NW,60668.67240000000,228474903.69299999000
FREMANTLE-SW,2033-I-SW,60713.68840000000,228788101.07900000000
WELLARD-NW,2033-II-NW,60758.98520000000,229103252.12200001000
WELLARD-SW,2033-II-SW,60804.56400000000,229420365.17199999000
PINJARRA-NW,2032-I-NW,60850.42660000000,229739452.75000000000
PINJARRA-SW,2032-I-SW,60896.57450000000,230060525.42600000000
HAMEL-NW,2032-II-NW,60943.00940000000,230383594.89700001000
HAMEL-SW,2032-II-SW,60989.73320000000,230708674.24900001000
HARVEY-NW,2031-I-NW,61036.74680000000,231035769.87599999000
HARVEY-SW,2031-I-SW,61084.05280000000,231364899.86700001000
BUREKUP-NW,2031-II-NW,61131.65220000000,231696071.17899999000
BUREKUP-SW,2031-II-SW,61179.54730000000,232029299.67600000000
DONNYBROOK-NW,2030-I-NW,61227.73920000000,232364593.14700001000
DONNYBROOK-SW,2030-I-SW,61276.23040000000,232701969.12700000000
BALINGUP-NW,2030-II-NW,61325.02200000000,233041435.13000000000
BALINGUP-SW,2030-II-SW,61374.11610000000,233383005.76699999000
CARLOTTA BROOK-NW,2029-I-NW,61423.51470000000,233726694.95300001000
CARLOTTA BROOK-SW,2029-I-SW,61473.21900000000,234072511.03700000000
CHARNWOOD-NW,2029-II-NW,61523.23170000000,234420472.95100001000
CHARNWOOD-SW,2029-II-SW,61573.55380000000,234770587.50799999000
MEERUP-NW,2028-I-NW,61624.18780000000,235122871.95300001000
MEERUP-SW,2028-I-SW,61675.13500000000,235477335.47700000000
MULLEWA-NE,2040-IV-NE,59516.09100000000,220455855.50500000000
MULLEWA-SE,2040-IV-SE,59553.84260000000,220718511.06099999000
TARDUN-NE,2040-III-NE,59591.83600000000,220982848.93399999000
ARRINO-SE,2039-III-SE,59785.46680000000,222330028.86100000000
DANDARAGAN-SE,2036-IV-SE,60191.56920000000,225155473.60100001000
YATHEROO-SE,2036-III-SE,60275.89560000000,225742171.73199999000
BIDAMINNA-NE,2035-IV-NE,60318.45610000000,226038284.94000000000
BIDAMINNA-SE,2035-IV-SE,60361.28380000000,226336257.29899999000
MOORE RIVER-NE,2035-III-NE,60404.37940000000,226636093.56299999000
MOORE RIVER-SE,2035-III-SE,60447.74500000000,226937808.34400001000
YANCHEP-NE,2034-IV-NE,60491.38180000000,227241409.99000001000
YANCHEP-SE,2034-IV-SE,60535.29140000000,227546909.63299999000
MULLALOO-NE,2034-III-NE,60579.47560000000,227854319.92100000000
MULLALOO-SE,2034-III-SE,60623.93550000000,228163648.38400000000
GARDEN ISLAND-NE,2033-IV-NE,60668.67260000000,228474905.33500001000
GARDEN ISLAND-SE,2033-IV-SE,60713.68860000000,228788102.72299999000
ROCKINGHAM-NE,2033-III-NE,60758.98540000000,229103253.76899999000
ROCKINGHAM-SE,2033-III-SE,60804.56420000000,229420366.81999999000
MANDURAH-NE,2032-IV-NE,60850.42670000000,229739453.57600001000
MANDURAH-SE,2032-IV-SE,60896.57440000000,230060524.59900001000
LAKE CLIFTON-NE,2032-III-NE,60943.00920000000,230383593.24100000000
LAKE CLIFTON-SE,2032-III-SE,60989.73300000000,230708672.59099999000
LAKE PRESTON-NE,2031-IV-NE,61036.74660000000,231035768.21599999000
LAKE PRESTON-SE,2031-IV-SE,61084.05260000000,231364898.20400000000
BUNBURY-NE,2031-III-NE,61131.65200000000,231696069.51400000000
BUNBURY-SE,2031-III-SE,61179.54730000000,232029299.67600000000
CAPEL-NE,2030-IV-NE,61227.73940000000,232364594.81700000000
CAPEL-SE,2030-IV-SE,61276.23050000000,232701970.10400000000
CAMBRAY-NE,2030-III-NE,61325.02230000000,233041437.50000000000
CAMBRAY-SE,2030-III-SE,61374.11620000000,233383006.74900001000
JALBARRAGUP-NE,2029-IV-NE,61423.51490000000,233726696.48899999000
JALBARRAGUP-SE,2029-IV-SE,61473.21900000000,234072511.03700000000
LAKE JASPER-NE,2029-III-NE,61523.23160000000,234420472.10900000000
LAKE JASPER-SE,2029-III-SE,61573.55360000000,234770585.82100001000
PIKE-NE,2028-IV-NE,61624.18760000000,235122870.26400000000
MULLEWA-NW,2040-IV-NW,59516.09080000000,220455853.91999999000
ARRINO-NW,2039-III-NW,59746.24780000000,222057164.12200001000
ARRINO-SW,2039-III-SW,59785.46700000000,222330030.45899999000
BADGINGARRA-NW,2037-III-NW,60067.04480000000,224289098.82800001000
BADGINGARRA-SW,2037-III-SW,60108.29260000000,224576079.08199999000
BIDAMINNA-NW,2035-IV-NW,60318.45640000000,226038287.25999999000
BIDAMINNA-SW,2035-IV-SW,60361.28400000000,226336258.92500001000
MOORE RIVER-NW,2035-III-NW,60404.37960000000,226636095.19200000000
MOORE RIVER-SW,2035-III-SW,60447.74520000000,226937809.97499999000
YANCHEP-NW,2034-IV-NW,60491.38190000000,227241410.80599999000
GARDEN ISLAND-NW,2033-IV-NW,60668.67230000000,228474902.99700001000
MANDURAH-NW,2032-IV-NW,60850.42670000000,229739453.57600001000
MANDURAH-SW,2032-IV-SW,60896.57460000000,230060526.25200000000
LAKE CLIFTON-NW,2032-III-NW,60943.00940000000,230383594.89700001000
BUNBURY-NW,2031-III-NW,61131.65200000000,231696069.51400000000
BUNBURY-SW,2031-III-SW,61179.54720000000,232029298.84200001000
CAPEL-NW,2030-IV-NW,61227.73920000000,232364593.14700001000
CAPEL-SW,2030-IV-SW,61276.23020000000,232701967.73600000000
CAMBRAY-NW,2030-III-NW,61325.02210000000,233041435.82600001000
CAMBRAY-SW,2030-III-SW,61374.11610000000,233383005.76699999000
JALBARRAGUP-NW,2029-IV-NW,61423.51490000000,233726696.48899999000
JALBARRAGUP-SW,2029-IV-SW,61473.21920000000,234072512.72000000000
LAKE JASPER-NW,2029-III-NW,61523.23180000000,234420473.79400000000
LAKE JASPER-SW,2029-III-SW,61573.55380000000,234770587.50799999000
MINGENEW-SE,1939-I-SE,59707.27620000000,221786020.25200000000
COWALLA-NE,1937-II-NE,60067.04500000000,224289100.43900001000
COWALLA-SE,1937-II-SE,60108.29280000000,224576080.69600001000
LANCELIN-NE,1935-I-NE,60318.45620000000,226038285.63600001000
LANCELIN-SE,1935-I-SE,60361.28380000000,226336257.29899999000
CAPE LESCHENAULT-NE,1935-II-NE,60404.37940000000,226636093.56299999000
BUSSELTON-NE,1930-I-NE,61227.73940000000,232364594.81700000000
BUSSELTON-SE,1930-I-SE,61276.23040000000,232701969.40799999000
WHICHER-NE,1930-II-NE,61325.02220000000,233041436.80500001000
WHICHER-SE,1930-II-SE,61374.11630000000,233383007.30100000000
ROSA-NE,1929-I-NE,61423.51470000000,233726694.95300001000
ROSA-SE,1929-I-SE,61473.21910000000,234072511.73300001000
WHITE POINT-NE,1929-II-NE,61523.23160000000,234420472.10900000000
WHITE POINT-SE,1929-II-SE,61573.55360000000,234770585.82100001000
INDARRA-NW,1940-I-NW,59516.09060000000,220455852.52900001000
INDARRA-SW,1940-I-SW,59553.84260000000,220718510.86700001000
ENEABBA-NW,1938-II-NW,59904.62290000000,223159053.73800001000
WALYENGARRA-SW,1936-II-SW,60275.89560000000,225742171.84700000000
LANCELIN-NW,1935-I-NW,60318.45640000000,226038287.25999999000
BUSSELTON-SW,1930-I-SW,61276.23020000000,232701967.73500001000
WHICHER-NW,1930-II-NW,61325.02200000000,233041435.13000000000
WHICHER-SW,1930-II-SW,61374.11630000000,233383007.30100000000
ROSA-NW,1929-I-NW,61423.51480000000,233726695.93700001000
ROSA-SW,1929-I-SW,61473.21940000000,234072514.11100000000
WHITE POINT-NW,1929-II-NW,61523.23180000000,234420473.79400000000
ONSLOW-SE,1954-IV-SE,57779.81240000000,208375752.25299999000
JIMBA JIMBA-NE,1947-IV-NE,58552.39420000000,213750965.66400000000
YALLINGUP-NE,1930-IV-NE,61227.73940000000,232364594.81700000000
YALLINGUP-SE,1930-IV-SE,61276.23030000000,232701968.57200000000
COWARAMUP-NE,1930-III-NE,61325.02200000000,233041435.13000000000
COWARAMUP-SE,1930-III-SE,61374.11620000000,233383006.46300000000
KARRIDALE-NE,1929-IV-NE,61423.51460000000,233726694.25799999000
KARRIDALE-SE,1929-IV-SE,61473.21920000000,234072512.42899999000
LEEUWIN-NE,1929-III-NE,61523.23160000000,234420472.10900000000
LEEUWIN-SE,1929-III-SE,61573.55360000000,234770585.82100001000
ONSLOW-SW,1954-IV-SW,57779.81260000000,208375753.75000000000
YUNA-NW,1941-III-NW,59441.30640000000,219935543.83899999000
ERADU-SW,1940-IV-SW,59553.84260000000,220718510.86700001000
YARDARINO-SW,1939-IV-SW,59707.27640000000,221786021.84599999000
HILL RIVER-NW,1937-III-NW,60067.04480000000,224289098.82800001000
HILL RIVER-SW,1937-III-SW,60108.29270000000,224576079.88900000000
CERVANTES-NW,1936-IV-NW,60149.80060000000,224864869.89500001000
YALLINGUP-NW,1930-IV-NW,61227.73920000000,232364593.14700001000
YALLINGUP-SW,1930-IV-SW,61276.23030000000,232701968.57200000000
COWARAMUP-NW,1930-III-NW,61325.02220000000,233041436.80500001000
COWARAMUP-SW,1930-III-SW,61374.11640000000,233383008.13999999000
KARRIDALE-NW,1929-IV-NW,61423.51480000000,233726695.93700001000
KARRIDALE-SW,1929-IV-SW,61473.21940000000,234072514.11100000000
LEEUWIN-NW,1929-III-NW,61523.23170000000,234420472.95100001000
MANICOM-SE,1854-I-SE,57779.81250000000,208375752.94900000000
NOLBA-NE,1841-II-NE,59441.30660000000,219935545.41999999000
NANSON-NE,1840-I-NE,59516.09070000000,220455853.32100001000
NANSON-SE,1840-I-SE,59553.84260000000,220718510.86700001000
WALKAWAY-NE,1840-II-NE,59591.83580000000,220982847.34599999000
WALKAWAY-SE,1840-II-SE,59630.07160000000,221248871.70600000000
BOOKARA-SE,1839-I-SE,59707.27630000000,221786020.94700000000
DONGARA-NE,1839-II-NE,59746.24760000000,222057162.52599999000
CLIFF-SE,1838-I-SE,59864.65300000000,222880964.53500000000
BEAGLE ISLANDS-NE,1838-II-NE,59904.62300000000,223159054.53900000000
BEAGLE ISLANDS-SE,1838-II-SE,59944.84580000000,223438903.39100000000
GREEN HEAD-NE,1837-I-NE,59985.32280000000,223720520.83199999000
CLAIRAULT-SE,1830-I-SE,61276.23020000000,232701967.73500001000
MENTELLE-NE,1830-II-NE,61325.02200000000,233041435.13000000000
MENTELLE-SE,1830-II-SE,61374.11620000000,233383006.46300000000
TOOKER-NE,1829-I-NE,61423.51460000000,233726694.25799999000
NOLBA-SW,1841-II-SW,59478.57920000000,220194868.15799999000
NANSON-NW,1840-I-NW,59516.09070000000,220455853.32100001000
NANSON-SW,1840-I-SW,59553.84280000000,220718512.45300001000
WALKAWAY-NW,1840-II-NW,59591.83590000000,220982848.23800001000
WALKAWAY-SW,1840-II-SW,59630.07190000000,221248873.99200001000
WANNOO-NE,1844-III-NE,59012.25140000000,216950407.34200001000
AJANA-NE,1842-III-NE,59294.58240000000,218914716.46399999000
AJANA-SE,1842-III-SE,59330.91080000000,219167470.15200001000
HUTT-NE,1841-IV-NE,59367.47380000000,219421856.06200001000
NORTHAMPTON-NE,1841-III-NE,59441.30650000000,219935544.63000000000
NORTHAMPTON-SE,1841-III-SE,59478.57920000000,220194868.15799999000
HOWATHARRA-NE,1840-IV-NE,59516.09060000000,220455852.52900001000
HOWATHARRA-SE,1840-IV-SE,59553.84260000000,220718510.86700001000
GERALDTON-NE,1840-III-NE,59591.83560000000,220982845.95400000000
GERALDTON-SE,1840-III-SE,59630.07170000000,221248872.40200001000
WANNOO-NW,1844-III-NW,59012.25160000000,216950408.90099999000
NORTHAMPTON-NW,1841-III-NW,59441.30650000000,219935544.63000000000
HOWATHARRA-NW,1840-IV-NW,59516.09080000000,220455854.11300001000
HOWATHARRA-SW,1840-IV-SW,59553.84280000000,220718512.45300001000
GERALDTON-NW,1840-III-NW,59591.83580000000,220982847.54200000000
LYNTON-SW,1741-I-SW,59404.27200000000,219677878.36800000000
NORTH WEST CAPE-SE,1754-III-SE,57832.16040000000,208739961.90400001000
GANTHEAUME-SE,1742-IV-SE,59258.48700000000,218663583.86700001000
PORT GREGORY-SE,1741-IV-SE,59404.27180000000,219677876.78900000000
NORTH WEST CAPE-SW,1754-III-SW,57832.16020000000,208739960.40400001000
CARDABIA-SW,1651-I-SW,58105.36920000000,210640803.31999999000
CARNARVON-NE,1648-III-NE,58490.12540000000,213317732.32699999000
CARNARVON-SE,1648-III-SE,58521.15520000000,213533621.24399999000
CARNARVON-NW,1648-III-NW,58490.12540000000,213317732.32699999000
CARNARVON-SW,1648-III-SW,58521.15500000000,213533619.78099999000
PERON PENINSULA-SW,1646-III-SW,58777.00560000000,215313692.33700001000
